window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
full_36_42,XGBoost,0.008672479512042955,0.004222991324694814,7,647.5966796875,0.009795532839829894,17,Cell2,Dataset 2
full_36_42,RandomForest,0.00834405128808482,0.004238643826214107,7,7407.118861607143,0.009831016602288876,17,Cell2,Dataset 2
very_narrow_38_39,SVR-RBF,0.009343772123134534,0.005081256537805915,7,27.268694196428573,0.009968264063662172,17,Cell2,Dataset 2
very_narrow_38_39,ExtraTrees,0.008324172400255656,0.0046054233490303706,7,26571.200334821428,0.010020242646012308,17,Cell2,Dataset 2
medium_37_40,XGBoost,0.0089425963271014,0.00426204200838162,7,649.4606584821429,0.010101142020788,17,Cell2,Dataset 2
full_36_42,SVR-RBF,0.009617080286196119,0.004386657101035229,7,19.05859375,0.010193846918976523,17,Cell2,Dataset 2
narrow_375_395,ExtraTrees,0.008496630097843592,0.0044998510459354725,7,26566.55887276786,0.010227809330974339,17,Cell2,Dataset 2
very_narrow_38_39,KNN,0.009707974926930051,0.005976429684159114,7,56.02650669642857,0.01049306200261679,17,Cell2,Dataset 2
medium_37_40,SVR-RBF,0.009936444960939804,0.0044595625793222345,7,20.159598214285715,0.010542984166122028,17,Cell2,Dataset 2
very_narrow_38_39,RandomForest,0.008974420588909056,0.004748637493145709,7,7416.982979910715,0.010573960730806704,17,Cell2,Dataset 2
full_36_42,CatBoost,0.009617318547637962,0.006058137089280421,7,184.19029017857142,0.010621632790614632,17,Cell2,Dataset 2
very_narrow_38_39,CatBoost,0.00963422484549918,0.0057974465514851305,7,189.53041294642858,0.010645782196803424,17,Cell2,Dataset 2
medium_37_40,CatBoost,0.0097713427255067,0.00570578082097261,7,179.65625,0.010786897146554952,17,Cell2,Dataset 2
narrow_375_395,KNN,0.010033169340567272,0.006270936621048639,7,55.98549107142857,0.010844410617139557,17,Cell2,Dataset 2
narrow_375_395,HistGB,0.009578176897134852,0.004874339858710164,7,745.3588169642857,0.010845409253219558,17,Cell2,Dataset 2
narrow_375_395,LightGBM,0.009691369996849929,0.004826658962721613,7,867.1325334821429,0.011002872937303235,17,Cell2,Dataset 2
very_narrow_38_39,XGBoost,0.009830515938170121,0.005057160154677594,7,653.7654854910714,0.011105391732457011,17,Cell2,Dataset 2
medium_37_40,KNN,0.010491328471482998,0.006599985483042283,7,55.95814732142857,0.011339513925714678,17,Cell2,Dataset 2
narrow_375_395,CatBoost,0.010437042390608728,0.006234710971938594,7,180.45703125,0.011522707481786037,17,Cell2,Dataset 2
narrow_375_395,XGBoost,0.010677577773681834,0.005005314936713734,7,650.3044084821429,0.012061173418583784,17,Cell2,Dataset 2
narrow_375_395,SVR-RBF,0.011384069016243016,0.005694957392961894,7,22.231026785714285,0.012100238235877546,17,Cell2,Dataset 2
narrow_375_395,RandomForest,0.01042742675837835,0.005207594167609297,7,7394.012555803572,0.012285294120607663,17,Cell2,Dataset 2
narrow_375_395,Ridge,0.00493963491340303,0.004094806205686028,7,2.234375,0.005055601310508019,17,Cell3,Dataset 2
full_36_42,Ridge,0.004941940269692274,0.004105818152346961,7,2.1796875,0.005056275311755608,17,Cell3,Dataset 2
full_36_42,ElasticNet,0.005638332448515834,0.004513376317804545,7,2.2626953125,0.005771685059360616,17,Cell3,Dataset 2
medium_37_40,Ridge,0.0058297509583542855,0.004639952971990623,7,2.20703125,0.005965624458498076,17,Cell3,Dataset 2
narrow_375_395,ElasticNet,0.0060988783651247215,0.004565984359222502,7,2.3173828125,0.006245150956201069,17,Cell3,Dataset 2
very_narrow_38_39,Ridge,0.00718573366173859,0.005273799902572143,7,2.275390625,0.007356242087165058,17,Cell3,Dataset 2
medium_37_40,ElasticNet,0.007329564188438711,0.005532176044685603,7,2.2900390625,0.0075041396658663655,17,Cell3,Dataset 2
full_36_42,ExtraTrees,0.0063166702407652835,0.004072206477095523,7,26390.58231026786,0.007602845417325001,17,Cell3,Dataset 2
very_narrow_38_39,ElasticNet,0.007728970995800969,0.005143828524411719,7,2.3583984375,0.007916238429833047,17,Cell3,Dataset 2
medium_37_40,ExtraTrees,0.007141630158448958,0.004430731564134225,7,26388.660993303572,0.00859576998133824,17,Cell3,Dataset 2
full_36_42,SVR-RBF,0.008385366124372714,0.004461296042856717,7,20.896205357142858,0.00890296347273328,17,Cell3,Dataset 2
full_36_42,RandomForest,0.007741416173417773,0.004496555470727818,7,7358.254185267857,0.009119963265026357,17,Cell3,Dataset 2
very_narrow_38_39,SVR-RBF,0.00861767678287663,0.005274118617025097,7,28.941127232142858,0.009203546613774037,17,Cell3,Dataset 2
medium_37_40,XGBoost,0.008260246373652106,0.004979506794684293,7,656.7487444196429,0.00933223190857249,17,Cell3,Dataset 2
narrow_375_395,ExtraTrees,0.007943171622288329,0.005094721522897183,7,26387.221819196428,0.009560508287042871,17,Cell3,Dataset 2
narrow_375_395,LightGBM,0.008617145070043073,0.004784114370075726,7,865.7424665178571,0.009783000315090605,17,Cell3,Dataset 2
medium_37_40,LightGBM,0.008672590601565146,0.004839175488533307,7,866.2054966517857,0.009846039977289611,17,Cell3,Dataset 2
full_36_42,KNN,0.009133531038124573,0.005724899090626244,7,55.56919642857143,0.009870691862466252,17,Cell3,Dataset 2
very_narrow_38_39,XGBoost,0.008753069620490739,0.005716633708399373,7,657.5629185267857,0.009889228572271126,17,Cell3,Dataset 2
medium_37_40,HistGB,0.00874190099432236,0.004897351249327339,7,740.1248604910714,0.00989726019725185,17,Cell3,Dataset 2
medium_37_40,RandomForest,0.008633257223420022,0.004969904770087601,7,7356.855189732143,0.010170585438822974,17,Cell3,Dataset 2
full_36_42,XGBoost,0.009022327671840235,0.0051698525384951755,7,652.4610770089286,0.010192033292265047,17,Cell3,Dataset 2
narrow_375_395,HistGB,0.00903248538244585,0.00511546637702688,7,740.630859375,0.010226372496446373,17,Cell3,Dataset 2
very_narrow_38_39,LightGBM,0.009013873199991923,0.005280703971248639,7,863.7314453125,0.010232984946172105,17,Cell3,Dataset 2
very_narrow_38_39,ExtraTrees,0.008535731390605218,0.005712862223327583,7,26386.198102678572,0.010273714577684768,17,Cell3,Dataset 2
very_narrow_38_39,HistGB,0.009118699027652829,0.005320306136262929,7,737.6049107142857,0.010323235974124587,17,Cell3,Dataset 2
full_36_42,LightGBM,0.009282921918736118,0.005407573892708684,7,865.0207868303571,0.010538698684561998,17,Cell3,Dataset 2
full_36_42,HistGB,0.009434213837601794,0.00541978197410846,7,743.4903738839286,0.010681926339838402,17,Cell3,Dataset 2
narrow_375_395,RandomForest,0.009178280738669957,0.005607724687643536,7,7352.923688616072,0.01081256344008342,17,Cell3,Dataset 2
full_36_42,CatBoost,0.009872710893847612,0.006862735780884637,7,182.92243303571428,0.010902338698876036,17,Cell3,Dataset 2
very_narrow_38_39,RandomForest,0.009478687129112828,0.005914318126539466,7,7358.451590401785,0.011166602575982048,17,Cell3,Dataset 2
narrow_375_395,XGBoost,0.0100610673864007,0.005894696762798351,7,657.0657087053571,0.011366854041578188,17,Cell3,Dataset 2
very_narrow_38_39,CatBoost,0.010339566321242515,0.006870766539831989,7,192.83844866071428,0.011428741422459324,17,Cell3,Dataset 2
medium_37_40,CatBoost,0.010370353118077496,0.006370200578164716,7,185.46316964285714,0.011454725718968755,17,Cell3,Dataset 2
narrow_375_395,KNN,0.010620631697777572,0.006420723207458128,7,55.62388392857143,0.011478020611447821,17,Cell3,Dataset 2
medium_37_40,KNN,0.011143680876658235,0.006718504121681945,7,55.59654017857143,0.01204318717544528,17,Cell3,Dataset 2
very_narrow_38_39,KNN,0.01129449285987563,0.007124624458088347,7,55.66489955357143,0.012206445218075531,17,Cell3,Dataset 2
narrow_375_395,SVR-RBF,0.011504044264676133,0.005218104865321295,7,21.880022321428573,0.01222425820969262,17,Cell3,Dataset 2
narrow_375_395,CatBoost,0.011151933182806608,0.007252552114883572,7,183.25167410714286,0.01231537034774865,17,Cell3,Dataset 2
medium_37_40,SVR-RBF,0.011848154793898585,0.004876078590412847,7,21.83203125,0.012589414321510863,17,Cell3,Dataset 2
