experiment,window,test_cell,model,exclude_outliers,n_train,n_test,n_features,RMSE,MAE,R2
Multi-HI-Tabular,very_narrow_365_38,Cell03,SVR,False,48,10,19,0.053028625485843646,0.050643621131800945,0.021355658056780413
Multi-HI-Tabular,very_narrow_365_38,Cell10,SVR,False,46,12,19,0.01754978848119332,0.014829129723101936,0.9485096803586749
Multi-HI-Tabular,very_narrow_365_38,Cell11,SVR,False,43,15,19,0.021368098925058192,0.014888980569799556,0.9287785044081966
Multi-HI-Tabular,very_narrow_365_38,Cell12,SVR,False,48,10,19,0.035590136352882676,0.0333429788170971,0.8228509010290372
Multi-HI-Tabular,very_narrow_365_38,Cell01,RandomForest,False,47,11,19,0.014049237084580392,0.01224932041172658,0.9733061965884661
Multi-HI-Tabular,very_narrow_365_38,Cell03,RandomForest,False,48,10,19,0.013859400568915421,0.011186703877809822,0.9331512881173774
Multi-HI-Tabular,very_narrow_365_38,Cell10,RandomForest,False,46,12,19,0.00914262458695088,0.0065198447258683805,0.9860259082865532
Multi-HI-Tabular,very_narrow_365_38,Cell11,RandomForest,False,43,15,19,0.009215106024354217,0.0071251802055863015,0.9867541451784902
Multi-HI-Tabular,very_narrow_365_38,Cell12,RandomForest,False,48,10,19,0.022351058419253306,0.018209752333548025,0.9301323990124991
Multi-HI-Tabular,very_narrow_365_38,Cell01,ExtraTrees,False,47,11,19,0.01186511639295008,0.010065158494461506,0.980960787519702
Multi-HI-Tabular,very_narrow_365_38,Cell03,ExtraTrees,False,48,10,19,0.014409979612551978,0.012501633737680406,0.9277345216456797
Multi-HI-Tabular,very_narrow_365_38,Cell10,ExtraTrees,False,46,12,19,0.008970492915876172,0.006073619634071825,0.9865471459679643
Multi-HI-Tabular,very_narrow_365_38,Cell11,ExtraTrees,False,43,15,19,0.007224492009082565,0.0050742467553363275,0.9918586964441339
Multi-HI-Tabular,very_narrow_365_38,Cell12,ExtraTrees,False,48,10,19,0.019098878577095444,0.01606212046737705,0.9489852950371775
Multi-HI-Tabular,very_narrow_365_38,Cell01,HistGB,False,47,11,19,0.03702358081385916,0.029479356523214883,0.8146204535540144
Multi-HI-Tabular,very_narrow_365_38,Cell03,HistGB,False,48,10,19,0.031332049983954266,0.024648592238849708,0.6583497282817611
Multi-HI-Tabular,very_narrow_365_38,Cell10,HistGB,False,46,12,19,0.041571683917228805,0.03342484725619654,0.7110803713803201
Multi-HI-Tabular,very_narrow_365_38,Cell11,HistGB,False,43,15,19,0.05122442443848839,0.04512415946762125,0.5907077769585949
Multi-HI-Tabular,very_narrow_365_38,Cell12,HistGB,False,48,10,19,0.03919863329324102,0.03186035283796147,0.7851073833245643
Multi-HI-Tabular,very_narrow_365_38,Cell01,XGBoost,False,47,11,19,0.00850363486047592,0.007014608902386083,0.9902205555921478
Multi-HI-Tabular,very_narrow_365_38,Cell03,XGBoost,False,48,10,19,0.022577597111081312,0.01843378567299726,0.8225975607710448
Multi-HI-Tabular,very_narrow_365_38,Cell10,XGBoost,False,46,12,19,0.013293872199177914,0.008761598171252771,0.9704549442660554
Multi-HI-Tabular,very_narrow_365_38,Cell11,XGBoost,False,43,15,19,0.0188072930229915,0.016303118195172658,0.9448263265537205
Multi-HI-Tabular,very_narrow_365_38,Cell12,XGBoost,False,48,10,19,0.02243718053510112,0.018370673998314213,0.9295929401632859
Multi-HI-Tabular,very_narrow_365_38,Cell01,LightGBM,False,47,11,19,0.03895857646249948,0.032678224070064536,0.7947367816874079
Multi-HI-Tabular,very_narrow_365_38,Cell03,LightGBM,False,48,10,19,0.031745761902593615,0.02449235415686426,0.649267784664761
Multi-HI-Tabular,very_narrow_365_38,Cell10,LightGBM,False,46,12,19,0.04330461735900259,0.03287349045974525,0.6864908461657009
Multi-HI-Tabular,very_narrow_365_38,Cell11,LightGBM,False,43,15,19,0.047553259363827205,0.043312388263868386,0.6472720316970173
Multi-HI-Tabular,very_narrow_365_38,Cell12,LightGBM,False,48,10,19,0.040601653837775226,0.034860440492822976,0.7694489564504792
Multi-HI-Tabular,very_narrow_365_38,Cell01,CatBoost,False,47,11,19,0.017639077286812774,0.014567481617791422,0.9579218438236183
Multi-HI-Tabular,very_narrow_365_38,Cell03,CatBoost,False,48,10,19,0.01545725281100538,0.013487228547128305,0.9168487525006139
Multi-HI-Tabular,very_narrow_365_38,Cell10,CatBoost,False,46,12,19,0.011524724459060085,0.00855552332616874,0.9777954019260638
Multi-HI-Tabular,very_narrow_365_38,Cell11,CatBoost,False,43,15,19,0.009839522963433486,0.007024122862783244,0.9848982455232039
Multi-HI-Tabular,very_narrow_365_38,Cell12,CatBoost,False,48,10,19,0.023621168931109698,0.01947843582844132,0.9219662612877135
Multi-HI-Tabular,full_32_42,Cell01,Ridge,True,44,9,19,0.015544728953769823,0.013697033348119744,0.9369307841485646
Multi-HI-Tabular,full_32_42,Cell03,Ridge,True,43,10,19,0.019703811986448137,0.01915508577483872,0.8648846599138411
Multi-HI-Tabular,full_32_42,Cell10,Ridge,True,42,11,19,0.011873151393355506,0.011103858126910142,0.9657892782639395
Multi-HI-Tabular,full_32_42,Cell11,Ridge,True,39,14,19,0.0034098578978716317,0.0025799514473907287,0.9972674032802566
Multi-HI-Tabular,full_32_42,Cell12,Ridge,True,44,9,19,0.01534292482306276,0.014066174783860321,0.9307142080015375
Multi-HI-Tabular,full_32_42,Cell01,ElasticNet,True,44,9,19,0.014570345376429164,0.013163219352212466,0.9445896598044887
Multi-HI-Tabular,full_32_42,Cell03,ElasticNet,True,43,10,19,0.018945183780619813,0.01868766892088076,0.875088681032172
Multi-HI-Tabular,full_32_42,Cell10,ElasticNet,True,42,11,19,0.012310110906671659,0.01191045958040485,0.9632248750588103
Multi-HI-Tabular,full_32_42,Cell11,ElasticNet,True,39,14,19,0.0031299966766930847,0.002636564800029511,0.9976975472089514
Multi-HI-Tabular,full_32_42,Cell12,ElasticNet,True,44,9,19,0.01440625560982709,0.013580528859528873,0.9389156293275046
Multi-HI-Tabular,full_32_42,Cell01,SVR,True,44,9,19,0.03209413848198627,0.021866102404403762,0.7311546259515538
Multi-HI-Tabular,full_32_42,Cell03,SVR,True,43,10,19,0.03854858897678565,0.0352854489254413,0.4828445321705932
Multi-HI-Tabular,full_32_42,Cell10,SVR,True,42,11,19,0.03846439741434116,0.025328973148389708,0.6409556542571785
Multi-HI-Tabular,full_32_42,Cell11,SVR,True,39,14,19,0.057969295362146865,0.0427060306001738,0.2102329250649445
Multi-HI-Tabular,full_32_42,Cell12,SVR,True,44,9,19,0.028546583039469792,0.01943140463115124,0.7601519815642185
Multi-HI-Tabular,full_32_42,Cell01,RandomForest,True,44,9,19,0.008009231608725572,0.0075099718286608785,0.9832570172813754
Multi-HI-Tabular,full_32_42,Cell03,RandomForest,True,43,10,19,0.017905608940832044,0.016734513181806576,0.8884210321840224
Multi-HI-Tabular,full_32_42,Cell10,RandomForest,True,42,11,19,0.007692437030442172,0.0063788634246343505,0.9856398781444152
Multi-HI-Tabular,full_32_42,Cell11,RandomForest,True,39,14,19,0.01419972523161784,0.010533348077406579,0.9526126019667228
Multi-HI-Tabular,full_32_42,Cell12,RandomForest,True,44,9,19,0.014920137052615702,0.013514320050691284,0.9344800591840215
Multi-HI-Tabular,full_32_42,Cell01,ExtraTrees,True,44,9,19,0.009090131864648032,0.007921614536212873,0.9784329129989879
Multi-HI-Tabular,full_32_42,Cell03,ExtraTrees,True,43,10,19,0.017796134927556554,0.017563423327816786,0.8897812379717417
Multi-HI-Tabular,full_32_42,Cell10,ExtraTrees,True,42,11,19,0.006450987238603548,0.00520223042885207,0.9899009018947393
Multi-HI-Tabular,full_32_42,Cell11,ExtraTrees,True,39,14,19,0.0056185148324234,0.004344111820604449,0.9925809884903242
Multi-HI-Tabular,full_32_42,Cell12,ExtraTrees,True,44,9,19,0.014576973574600598,0.013047417984618294,0.9374593192085157
Multi-HI-Tabular,full_32_42,Cell01,HistGB,True,44,9,19,0.017094767426550524,0.014279204069464467,0.9237258253503134
Multi-HI-Tabular,full_32_42,Cell03,HistGB,True,43,10,19,0.042069907679144786,0.0326560528826673,0.3840474365305643
Multi-HI-Tabular,full_32_42,Cell10,HistGB,True,42,11,19,0.037309349892495416,0.03184649426272797,0.6621953770118283
Multi-HI-Tabular,full_32_42,Cell11,HistGB,True,39,14,19,0.09904830715960289,0.0845963427285028,-1.3056697206168337
