scenario,description,exclude_outliers,test_cell,window,model_name,n_features,oof_rmse,mean_inner_rmse,meta_coef,meta_abs_weight
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,LightGBM,19,0.08601306438954298,0.08568438580709896,-0.0020385269052907947,0.03750952192780387
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,CatBoost,19,0.01617897181183444,0.016148964140479873,0.0049759937449402655,0.09155981508216919
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,Ridge,19,0.009053287475315962,0.008904893131477831,0.021457054549321453,0.3843325820561746
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,ExtraTrees,19,0.009530783358531577,0.009352346532352233,0.012359355722757308,0.22137722055743617
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,RandomForest,19,0.011610857174861744,0.011557829884829625,0.008250590891735333,0.14778220811346512
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,HistGB,19,0.09013186096777978,0.08960006484068407,-0.0035232425107247314,0.06310730525685021
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,XGBoost,19,0.017423586284270716,0.016265377237389998,-0.0013561387323144975,0.024290766443211594
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,LightGBM,19,0.09013186064519932,0.08960006455178396,-0.0035232448191428296,0.06310734660457043
only_full_window,Only full-window features are available.,False,Cell12,full_32_42,CatBoost,19,0.017046357490249072,0.015664626009980614,0.005359765208395285,0.09600257095038019
only_medium_window,Only medium partial-window features are available.,False,Cell01,medium_35_40,Ridge,19,0.01701978239792909,0.01685674534105471,0.0018124656581714014,0.03129792328710896
only_medium_window,Only medium partial-window features are available.,False,Cell01,medium_35_40,ExtraTrees,19,0.011600948317281257,0.011206145322147018,0.01802213717491339,0.3112089126914934
only_medium_window,Only medium partial-window features are available.,False,Cell01,medium_35_40,RandomForest,19,0.012566843494262632,0.012267751085761235,0.01992617992886552,0.34408820272377605
only_medium_window,Only medium partial-window features are available.,False,Cell01,medium_35_40,HistGB,19,0.09282546883323178,0.09158773397734268,-0.0019222142981086723,0.033193078926684896
only_medium_window,Only medium partial-window features are available.,False,Cell01,medium_35_40,XGBoost,19,0.015052976790031238,0.014795982330081133,0.006235574483142946,0.10767681635488734
