window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
narrow_36_385,SVR,0.023930626184570855,0.019440582716730236,4,6.783203125,0.024912723751400512,19,Cell11,Dataset 1
very_narrow_365_38,Ridge,0.024947243278221346,0.023074596847067693,4,2.388671875,0.02555617458566074,19,Cell11,Dataset 1
full_32_42,SVR,0.027614138547309423,0.02142627697351616,4,6.6220703125,0.028735851379779114,19,Cell11,Dataset 1
very_narrow_365_38,ElasticNet,0.028792212791733298,0.0270329080427253,4,2.4716796875,0.02950893074364669,19,Cell11,Dataset 1
medium_35_40,SVR,0.029796972297196994,0.023775237220939712,4,6.609375,0.031006360509618608,19,Cell11,Dataset 1
very_narrow_365_38,SVR,0.03178358705069689,0.027277069846990482,4,7.252197265625,0.0331251592289079,19,Cell11,Dataset 1
full_32_42,LightGBM,0.08568438580709895,0.07105276268233551,4,5.748046875,0.08895624941070358,19,Cell11,Dataset 1
medium_35_40,LightGBM,0.08568438580709895,0.07105276268233551,4,5.775390625,0.08896317941091182,19,Cell11,Dataset 1
narrow_36_385,LightGBM,0.08568438580709895,0.07105276268233551,4,5.7890625,0.08896663393015594,19,Cell11,Dataset 1
very_narrow_365_38,LightGBM,0.08568438580709895,0.07105276268233551,4,5.857421875,0.08898380283576918,19,Cell11,Dataset 1
full_32_42,HistGB,0.08568438614791636,0.07105276287905099,4,54.76171875,0.09257527458391596,19,Cell11,Dataset 1
medium_35_40,HistGB,0.08568438614791636,0.07105276287905099,4,54.782470703125,0.09257591222121257,19,Cell11,Dataset 1
narrow_36_385,HistGB,0.08568438614791636,0.07105276287905099,4,54.796142578125,0.09257633218205928,19,Cell11,Dataset 1
very_narrow_365_38,HistGB,0.08568438614791636,0.07105276287905099,4,54.85986328125,0.0925782881430962,19,Cell11,Dataset 1
narrow_36_385,ElasticNet,0.006466363945336781,0.005701858398727057,4,2.4033203125,0.006624757726444259,19,Cell12,Dataset 1
narrow_36_385,Ridge,0.00982021575761683,0.008788886171947223,4,2.3203125,0.010055912504996762,19,Cell12,Dataset 1
full_32_42,ExtraTrees,0.009667166035989825,0.008060003547502281,4,1487.606689453125,0.011079654198181717,19,Cell12,Dataset 1
full_32_42,Ridge,0.011396562646712835,0.010499913990422128,4,2.279296875,0.011667260420006362,19,Cell12,Dataset 1
